data,pedido_id,cliente,cidade,estado,regiao,produto,categoria,vendedor,canal_venda,quantidade,preco_unitario,custo_unitario,status_pagamento
2025-08-20,PED-00176,Cliente 164,Goiânia,GO,Centro-Oeste,Teclado Mecânico,Acessórios,Lucas Martins,WhatsApp,8,360.83,216.4,Pago
2025-06-03,PED-00177,Cliente 261,Goiânia,GO,Centro-Oeste,Teclado Mecânico,Acessórios,Bruno Costa,Loja física,3,340.84,222.0,Pago
2026-02-09,PED-00178,Cliente 240,Natal,RN,Nordeste,Smartphone X,Eletrônicos,Fernanda Alves,E-commerce,6,3382.2,2644.61,Pago
2025-07-23,PED-00179,Cliente 210,Goiânia,GO,Centro-Oeste,Armário Escritório,Móveis,Fernanda Alves,Loja física,8,761.49,542.63,Pago
2025-08-19,PED-00180,Cliente 283,Brasília,DF,Centro-Oeste,Smartphone X,Eletrônicos,Lucas Martins,Representante,6,3521.51,2905.98,Pago
2025-09-15,PED-00181,Cliente 085,Recife,PE,Nordeste,Notebook Pro 14,Eletrônicos,Bruno Costa,WhatsApp,3,4203.36,3083.89,Pendente
2025-05-26,PED-00182,Cliente 065,São Paulo,SP,Sudeste,Mouse Sem Fio,Acessórios,Lucas Martins,WhatsApp,4,116.44,63.72,Cancelado
2025-03-28,PED-00183,Cliente 320,Porto Alegre,RS,Sul,Impressora Laser,Eletrônicos,Lucas Martins,Representante,3,1093.14,835.87,Pago
2026-02-27,PED-00184,Cliente 108,Recife,PE,Nordeste,Notebook Pro 14,Eletrônicos,Fernanda Alves,Marketplace,1,4077.03,3017.33,Cancelado
2025-10-07,PED-00185,Cliente 126,Brasília,DF,Centro-Oeste,Cadeira Office,Móveis,Lucas Martins,Marketplace,5,824.46,596.6,Pago
2025-03-22,PED-00186,Cliente 105,Belo Horizonte,MG,Sudeste,Smartphone X,Eletrônicos,Carla Souza,Representante,8,2981.56,2874.86,Pago
2026-01-11,PED-00187,Cliente 264,Belo Horizonte,MG,Sudeste,Mesa Gamer,Móveis,Fernanda Alves,Loja física,3,1140.7,806.84,Pago
2025-08-19,PED-00188,Cliente 149,Fortaleza,CE,Nordeste,Monitor 27,Eletrônicos,Diego Rocha,Representante,2,1452.63,1054.38,Pago
2026-02-21,PED-00189,Cliente 082,Porto Alegre,RS,Sul,Mesa Gamer,Móveis,Diego Rocha,Representante,6,1220.6,842.69,Pago
2025-01-12,PED-00190,Cliente 111,Belo Horizonte,MG,Sudeste,Mouse Sem Fio,Acessórios,Fernanda Alves,WhatsApp,8,112.31,65.06,Pendente
2026-03-28,PED-00191,Cliente 275,Brasília,DF,Centro-Oeste,Suporte Notebook,Acessórios,Ana Lima,Loja física,8,152.47,90.7,Cancelado
2025-07-07,PED-00192,Cliente 027,Rio de Janeiro,RJ,Sudeste,Headset Premium,Acessórios,Fernanda Alves,Representante,1,431.94,288.64,Pago
2025-07-17,PED-00193,Cliente 066,Curitiba,PR,Sul,Webcam Full HD,Acessórios,Ana Lima,Marketplace,5,259.3,151.0,Pendente
2025-07-07,PED-00194,Cliente 024,Salvador,BA,Nordeste,Teclado Mecânico,Acessórios,Ana Lima,E-commerce,7,360.98,222.27,Pendente
2025-08-22,PED-00195,Cliente 314,Porto Alegre,RS,Sul,Teclado Mecânico,Acessórios,Carla Souza,E-commerce,3,321.77,217.94,Pago
2025-10-31,PED-00196,Cliente 244,Florianópolis,SC,Sul,Mesa Gamer,Móveis,Ana Lima,WhatsApp,8,1179.33,775.82,Pago
2025-10-26,PED-00197,Cliente 136,Goiânia,GO,Centro-Oeste,Cadeira Office,Móveis,Lucas Martins,Representante,1,847.8,640.11,Pendente
2025-09-03,PED-00198,Cliente 125,Florianópolis,SC,Sul,Teclado Mecânico,Acessórios,Ana Lima,Representante,7,369.19,206.24,Pago
2025-08-14,PED-00199,Cliente 105,Belo Horizonte,MG,Sudeste,Mesa Gamer,Móveis,Diego Rocha,Representante,3,1167.18,846.29,Cancelado
2026-01-08,PED-00200,Cliente 288,Goiânia,GO,Centro-Oeste,Notebook Pro 14,Eletrônicos,Carla Souza,Marketplace,3,4125.12,3113.99,Pago
2025-08-24,PED-00201,Cliente 313,Rio de Janeiro,RJ,Sudeste,Webcam Full HD,Acessórios,Diego Rocha,E-commerce,6,260.77,140.1,Pago
2025-04-26,PED-00202,Cliente 163,São Paulo,SP,Sudeste,Cadeira Office,Móveis,Diego Rocha,WhatsApp,4,846.37,654.4,Cancelado
2025-05-21,PED-00203,Cliente 177,Recife,PE,Nordeste,Cadeira Office,Móveis,Bruno Costa,WhatsApp,7,850.43,655.8,Pago
2025-06-27,PED-00204,Cliente 110,Brasília,DF,Centro-Oeste,Smartphone X,Eletrônicos,Bruno Costa,Representante,5,3020.57,2785.92,Pago
2025-03-12,PED-00205,Cliente 026,Porto Alegre,RS,Sul,Mouse Sem Fio,Acessórios,Lucas Martins,Representante,4,114.37,64.71,Pago
2025-07-31,PED-00206,Cliente 071,Goiânia,GO,Centro-Oeste,Mesa Gamer,Móveis,Ana Lima,Representante,8,1322.24,780.03,Cancelado
2026-03-27,PED-00207,Cliente 165,Curitiba,PR,Sul,Smartphone X,Eletrônicos,Carla Souza,Loja física,4,3593.71,2645.57,Pendente
2025-04-29,PED-00208,Cliente 214,Goiânia,GO,Centro-Oeste,Webcam Full HD,Acessórios,Bruno Costa,Loja física,1,275.53,141.91,Pago
2025-04-06,PED-00209,Cliente 153,São Paulo,SP,Sudeste,Armário Escritório,Móveis,Fernanda Alves,Representante,1,844.54,582.19,Pago
2025-08-21,PED-00210,Cliente 259,Florianópolis,SC,Sul,Suporte Notebook,Acessórios,Diego Rocha,WhatsApp,8,156.68,83.5,Pago
2026-01-10,PED-00211,Cliente 008,Brasília,DF,Centro-Oeste,Smartphone X,Eletrônicos,Lucas Martins,WhatsApp,5,3740.68,2787.63,Pago
2025-03-31,PED-00212,Cliente 264,Brasília,DF,Centro-Oeste,Impressora Laser,Eletrônicos,Carla Souza,Loja física,7,990.08,764.78,Pago
2025-09-02,PED-00213,Cliente 197,Salvador,BA,Nordeste,Mesa Gamer,Móveis,Bruno Costa,Marketplace,1,1229.51,849.21,Pago
2025-10-26,PED-00214,Cliente 185,Porto Alegre,RS,Sul,Armário Escritório,Móveis,Lucas Martins,E-commerce,1,798.57,530.82,Pago
2025-03-23,PED-00215,Cliente 152,Brasília,DF,Centro-Oeste,Headset Premium,Acessórios,Carla Souza,Representante,5,481.22,301.09,Pago
2025-03-20,PED-00216,Cliente 282,Goiânia,GO,Centro-Oeste,Smartphone X,Eletrônicos,Diego Rocha,Representante,6,3370.25,2864.2,Pago
2025-12-15,PED-00217,Cliente 040,Recife,PE,Nordeste,Impressora Laser,Eletrônicos,Fernanda Alves,Loja física,8,977.77,803.59,Pendente
2025-04-14,PED-00218,Cliente 168,Florianópolis,SC,Sul,Impressora Laser,Eletrônicos,Fernanda Alves,Marketplace,3,1068.79,774.22,Pendente
2025-09-08,PED-00219,Cliente 233,Florianópolis,SC,Sul,Mouse Sem Fio,Acessórios,Bruno Costa,Representante,8,120.19,67.08,Pendente
2025-08-25,PED-00220,Cliente 131,São Paulo,SP,Sudeste,Suporte Notebook,Acessórios,Ana Lima,E-commerce,1,146.57,82.87,Pago
2025-12-25,PED-00221,Cliente 242,Florianópolis,SC,Sul,Mouse Sem Fio,Acessórios,Ana Lima,WhatsApp,1,120.11,68.55,Cancelado
2026-01-09,PED-00222,Cliente 230,Belo Horizonte,MG,Sudeste,Suporte Notebook,Acessórios,Diego Rocha,Marketplace,6,139.4,91.46,Pendente
2025-03-10,PED-00223,Cliente 276,Rio de Janeiro,RJ,Sudeste,Suporte Notebook,Acessórios,Diego Rocha,Representante,2,155.64,91.6,Pago
2026-01-23,PED-00224,Cliente 273,São Paulo,SP,Sudeste,Notebook Pro 14,Eletrônicos,Diego Rocha,E-commerce,8,3722.36,3125.04,Pago
2025-04-07,PED-00225,Cliente 315,Recife,PE,Nordeste,Armário Escritório,Móveis,Ana Lima,E-commerce,1,767.82,529.79,Pago
2025-08-17,PED-00226,Cliente 023,Brasília,DF,Centro-Oeste,Impressora Laser,Eletrônicos,Diego Rocha,Marketplace,1,1049.32,775.24,Pago
2025-03-13,PED-00227,Cliente 296,São Paulo,SP,Sudeste,Webcam Full HD,Acessórios,Fernanda Alves,WhatsApp,4,235.3,149.29,Cancelado
2025-09-24,PED-00228,Cliente 032,Belo Horizonte,MG,Sudeste,Monitor 27,Eletrônicos,Fernanda Alves,Representante,5,1443.58,1048.87,Cancelado
2025-12-14,PED-00229,Cliente 177,Florianópolis,SC,Sul,Headset Premium,Acessórios,Lucas Martins,Marketplace,8,508.9,281.42,Pago
2025-07-29,PED-00230,Cliente 276,São Paulo,SP,Sudeste,Teclado Mecânico,Acessórios,Diego Rocha,E-commerce,7,365.73,210.65,Cancelado
2025-03-15,PED-00231,Cliente 286,Natal,RN,Nordeste,Smartphone X,Eletrônicos,Fernanda Alves,E-commerce,7,3236.25,2694.73,Pago
2025-11-28,PED-00232,Cliente 275,Curitiba,PR,Sul,Mouse Sem Fio,Acessórios,Lucas Martins,E-commerce,6,115.82,65.75,Pendente
2025-11-05,PED-00233,Cliente 246,Recife,PE,Nordeste,Notebook Pro 14,Eletrônicos,Bruno Costa,WhatsApp,4,4034.56,3316.97,Pago
2025-04-08,PED-00234,Cliente 310,Recife,PE,Nordeste,Armário Escritório,Móveis,Lucas Martins,E-commerce,8,843.62,538.02,Pago
2026-02-02,PED-00235,Cliente 158,Belo Horizonte,MG,Sudeste,Cadeira Office,Móveis,Carla Souza,WhatsApp,8,911.77,625.07,Pago
2026-02-16,PED-00236,Cliente 190,Curitiba,PR,Sul,Armário Escritório,Móveis,Carla Souza,Marketplace,6,814.0,575.13,Cancelado
2025-03-16,PED-00237,Cliente 079,São Paulo,SP,Sudeste,Notebook Pro 14,Eletrônicos,Bruno Costa,WhatsApp,7,3922.18,3201.3,Pago
2025-09-13,PED-00238,Cliente 251,Brasília,DF,Centro-Oeste,Webcam Full HD,Acessórios,Lucas Martins,Marketplace,6,248.5,147.08,Pago
2025-03-28,PED-00239,Cliente 278,Goiânia,GO,Centro-Oeste,Teclado Mecânico,Acessórios,Lucas Martins,Loja física,8,354.34,223.08,Pago
2026-02-23,PED-00240,Cliente 071,Natal,RN,Nordeste,Suporte Notebook,Acessórios,Lucas Martins,E-commerce,1,139.22,83.86,Pago
2025-09-16,PED-00241,Cliente 250,Rio de Janeiro,RJ,Sudeste,Smartphone X,Eletrônicos,Ana Lima,Loja física,1,3100.46,2741.17,Pago
2025-09-29,PED-00242,Cliente 258,São Paulo,SP,Sudeste,Armário Escritório,Móveis,Lucas Martins,Marketplace,5,905.34,577.84,Pago
2025-02-19,PED-00243,Cliente 318,Fortaleza,CE,Nordeste,Webcam Full HD,Acessórios,Fernanda Alves,WhatsApp,4,262.67,139.92,Pago
2025-02-10,PED-00244,Cliente 116,Belo Horizonte,MG,Sudeste,Mesa Gamer,Móveis,Carla Souza,Loja física,8,1243.27,840.88,Pago
2025-02-17,PED-00245,Cliente 029,Belo Horizonte,MG,Sudeste,Headset Premium,Acessórios,Lucas Martins,Loja física,7,429.11,274.15,Pago
2025-11-27,PED-00246,Cliente 118,Porto Alegre,RS,Sul,Mesa Gamer,Móveis,Bruno Costa,Representante,2,1259.44,770.35,Pago
2025-12-17,PED-00247,Cliente 162,Florianópolis,SC,Sul,Cadeira Office,Móveis,Ana Lima,E-commerce,1,998.33,642.18,Cancelado
2026-02-25,PED-00248,Cliente 289,Recife,PE,Nordeste,Headset Premium,Acessórios,Bruno Costa,Representante,5,511.3,283.59,Pendente
2025-06-19,PED-00249,Cliente 257,Goiânia,GO,Centro-Oeste,Headset Premium,Acessórios,Lucas Martins,WhatsApp,3,473.03,285.06,Pago
2025-06-24,PED-00250,Cliente 016,Porto Alegre,RS,Sul,Impressora Laser,Eletrônicos,Lucas Martins,WhatsApp,7,1050.82,795.26,Pago
2025-07-02,PED-00251,Cliente 300,Belo Horizonte,MG,Sudeste,Webcam Full HD,Acessórios,Lucas Martins,Marketplace,7,251.83,145.33,Pago
2026-01-01,PED-00252,Cliente 195,Recife,PE,Nordeste,Mouse Sem Fio,Acessórios,Lucas Martins,E-commerce,5,124.08,65.31,Pago
2025-02-16,PED-00253,Cliente 139,São Paulo,SP,Sudeste,Notebook Pro 14,Eletrônicos,Ana Lima,E-commerce,8,3743.17,3153.96,Pendente
2025-10-12,PED-00254,Cliente 046,Belo Horizonte,MG,Sudeste,Webcam Full HD,Acessórios,Carla Souza,Representante,2,252.02,145.01,Pago
2026-03-19,PED-00255,Cliente 199,Natal,RN,Nordeste,Headset Premium,Acessórios,Ana Lima,Representante,5,463.28,301.73,Pendente
2025-09-24,PED-00256,Cliente 072,Brasília,DF,Centro-Oeste,Teclado Mecânico,Acessórios,Carla Souza,WhatsApp,7,345.39,207.07,Pago
2025-08-11,PED-00257,Cliente 040,Belo Horizonte,MG,Sudeste,Cadeira Office,Móveis,Carla Souza,WhatsApp,5,878.33,640.07,Pago
2025-11-01,PED-00258,Cliente 070,Salvador,BA,Nordeste,Impressora Laser,Eletrônicos,Carla Souza,Loja física,8,1160.37,785.1,Pendente
2025-07-14,PED-00259,Cliente 305,Curitiba,PR,Sul,Mesa Gamer,Móveis,Bruno Costa,WhatsApp,6,1116.07,848.62,Pago
2025-09-03,PED-00260,Cliente 150,Fortaleza,CE,Nordeste,Mesa Gamer,Móveis,Lucas Martins,Marketplace,7,1215.29,834.25,Pago
2025-07-12,PED-00261,Cliente 289,Belo Horizonte,MG,Sudeste,Cadeira Office,Móveis,Bruno Costa,Representante,6,1038.53,603.77,Pendente
2025-01-14,PED-00262,Cliente 150,Curitiba,PR,Sul,Armário Escritório,Móveis,Lucas Martins,Loja física,4,770.48,571.06,Pago
2025-12-11,PED-00263,Cliente 130,Fortaleza,CE,Nordeste,Smartphone X,Eletrônicos,Lucas Martins,E-commerce,5,3602.08,2853.36,Pago
2025-08-18,PED-00264,Cliente 279,Curitiba,PR,Sul,Impressora Laser,Eletrônicos,Ana Lima,WhatsApp,7,1019.86,826.3,Pendente
2025-11-23,PED-00265,Cliente 086,Recife,PE,Nordeste,Mouse Sem Fio,Acessórios,Lucas Martins,Representante,4,106.47,70.08,Cancelado
2025-11-28,PED-00266,Cliente 006,Rio de Janeiro,RJ,Sudeste,Headset Premium,Acessórios,Ana Lima,WhatsApp,7,481.28,294.6,Pendente
2025-10-25,PED-00267,Cliente 192,Porto Alegre,RS,Sul,Armário Escritório,Móveis,Diego Rocha,Marketplace,4,767.03,558.76,Pendente
2025-03-19,PED-00268,Cliente 152,Natal,RN,Nordeste,Mesa Gamer,Móveis,Diego Rocha,Loja física,8,1214.51,848.04,Pago
2025-06-28,PED-00269,Cliente 267,Rio de Janeiro,RJ,Sudeste,Cadeira Office,Móveis,Diego Rocha,WhatsApp,8,957.84,621.1,Cancelado
2025-08-20,PED-00270,Cliente 059,Recife,PE,Nordeste,Mesa Gamer,Móveis,Ana Lima,WhatsApp,5,1281.0,825.14,Pago
2026-01-15,PED-00271,Cliente 170,Florianópolis,SC,Sul,Monitor 27,Eletrônicos,Fernanda Alves,Marketplace,3,1530.98,975.59,Pago
2025-11-19,PED-00272,Cliente 015,Fortaleza,CE,Nordeste,Teclado Mecânico,Acessórios,Lucas Martins,Representante,7,330.22,214.09,Pago
2025-07-19,PED-00273,Cliente 143,Goiânia,GO,Centro-Oeste,Notebook Pro 14,Eletrônicos,Lucas Martins,Loja física,4,4146.25,3279.63,Pendente
2025-04-06,PED-00274,Cliente 059,Rio de Janeiro,RJ,Sudeste,Mesa Gamer,Móveis,Carla Souza,Marketplace,4,1076.07,821.84,Pendente
2025-07-18,PED-00275,Cliente 181,Belo Horizonte,MG,Sudeste,Impressora Laser,Eletrônicos,Diego Rocha,Representante,2,988.98,814.39,Pago
2025-11-11,PED-00276,Cliente 061,Recife,PE,Nordeste,Impressora Laser,Eletrônicos,Bruno Costa,WhatsApp,3,983.36,788.63,Pago
2025-09-19,PED-00277,Cliente 217,Belo Horizonte,MG,Sudeste,Headset Premium,Acessórios,Bruno Costa,Marketplace,3,451.39,292.96,Cancelado
2025-03-30,PED-00278,Cliente 072,Fortaleza,CE,Nordeste,Webcam Full HD,Acessórios,Bruno Costa,WhatsApp,8,257.92,145.34,Pago
2025-01-05,PED-00279,Cliente 288,Fortaleza,CE,Nordeste,Smartphone X,Eletrônicos,Fernanda Alves,Marketplace,4,3242.96,2765.04,Cancelado
2026-03-07,PED-00280,Cliente 290,Curitiba,PR,Sul,Smartphone X,Eletrônicos,Ana Lima,E-commerce,3,3561.15,2700.63,Pendente
2025-05-28,PED-00281,Cliente 294,Curitiba,PR,Sul,Teclado Mecânico,Acessórios,Ana Lima,WhatsApp,8,363.13,222.72,Pago
2025-10-05,PED-00282,Cliente 218,Goiânia,GO,Centro-Oeste,Notebook Pro 14,Eletrônicos,Ana Lima,E-commerce,8,4032.33,3347.77,Pago
2025-05-15,PED-00283,Cliente 122,Recife,PE,Nordeste,Mesa Gamer,Móveis,Bruno Costa,Representante,8,1286.14,841.13,Pendente
2025-11-20,PED-00284,Cliente 106,Fortaleza,CE,Nordeste,Headset Premium,Acessórios,Ana Lima,Representante,3,472.96,280.26,Pendente
2025-03-28,PED-00285,Cliente 294,Goiânia,GO,Centro-Oeste,Mesa Gamer,Móveis,Carla Souza,Representante,5,1257.03,825.33,Pago
2025-03-11,PED-00286,Cliente 068,Natal,RN,Nordeste,Headset Premium,Acessórios,Bruno Costa,E-commerce,5,505.26,297.12,Cancelado
2025-07-21,PED-00287,Cliente 193,Fortaleza,CE,Nordeste,Smartphone X,Eletrônicos,Diego Rocha,Loja física,5,3315.7,2880.4,Pago
2025-07-26,PED-00288,Cliente 233,Goiânia,GO,Centro-Oeste,Webcam Full HD,Acessórios,Diego Rocha,WhatsApp,5,243.55,149.18,Cancelado
2025-02-17,PED-00289,Cliente 274,Curitiba,PR,Sul,Armário Escritório,Móveis,Diego Rocha,E-commerce,6,919.43,572.8,Pago
2025-05-18,PED-00290,Cliente 290,São Paulo,SP,Sudeste,Mesa Gamer,Móveis,Diego Rocha,WhatsApp,6,1311.77,832.54,Pago
2025-02-20,PED-00291,Cliente 081,Curitiba,PR,Sul,Suporte Notebook,Acessórios,Diego Rocha,Marketplace,1,153.61,91.41,Pago
2025-12-19,PED-00292,Cliente 141,Brasília,DF,Centro-Oeste,Teclado Mecânico,Acessórios,Ana Lima,WhatsApp,5,344.76,212.29,Cancelado
2025-03-26,PED-00293,Cliente 220,Belo Horizonte,MG,Sudeste,Notebook Pro 14,Eletrônicos,Lucas Martins,Loja física,5,4197.73,3007.37,Pago
2025-02-09,PED-00294,Cliente 005,Porto Alegre,RS,Sul,Teclado Mecânico,Acessórios,Ana Lima,WhatsApp,4,309.91,226.53,Pago
2025-12-22,PED-00295,Cliente 197,Curitiba,PR,Sul,Teclado Mecânico,Acessórios,Ana Lima,Loja física,2,329.42,212.19,Pago
2025-03-12,PED-00296,Cliente 272,Fortaleza,CE,Nordeste,Headset Premium,Acessórios,Fernanda Alves,Loja física,3,500.31,276.65,Pago
2026-01-05,PED-00297,Cliente 316,Brasília,DF,Centro-Oeste,Monitor 27,Eletrônicos,Lucas Martins,Marketplace,3,1365.03,959.94,Pago
2025-03-13,PED-00298,Cliente 220,Porto Alegre,RS,Sul,Mouse Sem Fio,Acessórios,Carla Souza,E-commerce,7,108.72,67.66,Pago
2025-10-11,PED-00299,Cliente 155,Porto Alegre,RS,Sul,Impressora Laser,Eletrônicos,Bruno Costa,Representante,5,1122.76,772.79,Pago
2025-06-01,PED-00300,Cliente 198,Natal,RN,Nordeste,Suporte Notebook,Acessórios,Ana Lima,E-commerce,4,137.35,88.0,Pendente
2025-01-07,PED-00301,Cliente 292,Rio de Janeiro,RJ,Sudeste,Mesa Gamer,Móveis,Diego Rocha,WhatsApp,3,1141.47,781.31,Pago
2026-01-30,PED-00302,Cliente 135,Natal,RN,Nordeste,Mouse Sem Fio,Acessórios,Bruno Costa,Loja física,2,126.27,69.83,Pago
2025-09-17,PED-00303,Cliente 206,Brasília,DF,Centro-Oeste,Cadeira Office,Móveis,Ana Lima,Representante,7,894.14,601.94,Pago
2025-06-08,PED-00304,Cliente 275,Florianópolis,SC,Sul,Mouse Sem Fio,Acessórios,Carla Souza,Marketplace,4,122.24,68.51,Cancelado
2025-12-15,PED-00305,Cliente 123,Recife,PE,Nordeste,Suporte Notebook,Acessórios,Ana Lima,E-commerce,5,139.48,86.51,Pago
2025-11-10,PED-00306,Cliente 062,Natal,RN,Nordeste,Impressora Laser,Eletrônicos,Ana Lima,E-commerce,5,1133.16,770.66,Pago
2025-09-25,PED-00307,Cliente 191,Goiânia,GO,Centro-Oeste,Webcam Full HD,Acessórios,Bruno Costa,WhatsApp,5,268.66,137.62,Pago
2025-06-21,PED-00308,Cliente 296,São Paulo,SP,Sudeste,Headset Premium,Acessórios,Lucas Martins,Loja física,2,469.98,287.33,Pago
2025-09-13,PED-00309,Cliente 131,Fortaleza,CE,Nordeste,Impressora Laser,Eletrônicos,Ana Lima,Representante,6,1130.15,766.5,Cancelado
2025-09-18,PED-00310,Cliente 024,Natal,RN,Nordeste,Notebook Pro 14,Eletrônicos,Diego Rocha,WhatsApp,1,4067.07,3058.18,Pago
2025-10-11,PED-00311,Cliente 165,Goiânia,GO,Centro-Oeste,Armário Escritório,Móveis,Bruno Costa,Marketplace,7,887.43,542.8,Pago
2025-10-20,PED-00312,Cliente 115,Recife,PE,Nordeste,Mesa Gamer,Móveis,Fernanda Alves,Loja física,1,1319.26,772.29,Pago
2026-03-20,PED-00313,Cliente 284,São Paulo,SP,Sudeste,Cadeira Office,Móveis,Diego Rocha,Loja física,6,976.95,611.27,Pago
2026-01-14,PED-00314,Cliente 303,Salvador,BA,Nordeste,Impressora Laser,Eletrônicos,Diego Rocha,E-commerce,8,1045.65,803.49,Pago
2025-03-19,PED-00315,Cliente 278,Belo Horizonte,MG,Sudeste,Notebook Pro 14,Eletrônicos,Carla Souza,Loja física,1,4298.47,3007.5,Cancelado
2025-07-12,PED-00316,Cliente 106,Goiânia,GO,Centro-Oeste,Armário Escritório,Móveis,Fernanda Alves,E-commerce,5,871.72,580.89,Pago
2025-12-31,PED-00317,Cliente 267,Recife,PE,Nordeste,Cadeira Office,Móveis,Diego Rocha,WhatsApp,1,956.16,641.88,Pendente
2025-02-18,PED-00318,Cliente 304,Fortaleza,CE,Nordeste,Webcam Full HD,Acessórios,Fernanda Alves,Loja física,7,260.91,150.65,Pago
2025-05-30,PED-00319,Cliente 163,Rio de Janeiro,RJ,Sudeste,Cadeira Office,Móveis,Diego Rocha,WhatsApp,7,886.6,655.01,Pago
2026-02-04,PED-00320,Cliente 085,Recife,PE,Nordeste,Impressora Laser,Eletrônicos,Diego Rocha,Marketplace,3,1090.54,766.96,Pago
2026-01-30,PED-00321,Cliente 136,Curitiba,PR,Sul,Monitor 27,Eletrônicos,Ana Lima,Loja física,5,1202.63,1024.56,Cancelado
2025-12-23,PED-00322,Cliente 076,Natal,RN,Nordeste,Impressora Laser,Eletrônicos,Ana Lima,E-commerce,4,1069.52,790.6,Pago
2025-12-13,PED-00323,Cliente 208,São Paulo,SP,Sudeste,Cadeira Office,Móveis,Diego Rocha,Representante,3,1014.11,608.47,Pago
2025-02-22,PED-00324,Cliente 114,Recife,PE,Nordeste,Teclado Mecânico,Acessórios,Bruno Costa,E-commerce,1,364.83,212.3,Cancelado
2025-11-27,PED-00325,Cliente 012,Porto Alegre,RS,Sul,Mouse Sem Fio,Acessórios,Ana Lima,E-commerce,5,126.03,66.22,Pago
2025-02-17,PED-00326,Cliente 026,Recife,PE,Nordeste,Mesa Gamer,Móveis,Bruno Costa,Representante,1,1066.02,829.25,Pago
2025-01-16,PED-00327,Cliente 182,Brasília,DF,Centro-Oeste,Headset Premium,Acessórios,Bruno Costa,E-commerce,7,483.87,285.34,Pago
2025-01-18,PED-00328,Cliente 256,Porto Alegre,RS,Sul,Impressora Laser,Eletrônicos,Diego Rocha,Representante,4,1053.26,764.13,Pago
2025-03-12,PED-00329,Cliente 196,Salvador,BA,Nordeste,Headset Premium,Acessórios,Lucas Martins,WhatsApp,4,493.9,295.67,Pago
2025-10-17,PED-00330,Cliente 093,Rio de Janeiro,RJ,Sudeste,Webcam Full HD,Acessórios,Ana Lima,WhatsApp,7,251.87,136.25,Pago
2025-01-30,PED-00331,Cliente 082,Florianópolis,SC,Sul,Smartphone X,Eletrônicos,Ana Lima,E-commerce,6,3581.7,2698.16,Cancelado
2025-01-29,PED-00332,Cliente 089,Porto Alegre,RS,Sul,Monitor 27,Eletrônicos,Bruno Costa,E-commerce,7,1359.68,1037.51,Cancelado
2025-07-03,PED-00333,Cliente 289,Natal,RN,Nordeste,Impressora Laser,Eletrônicos,Bruno Costa,Marketplace,6,1115.63,771.66,Pago
2025-02-16,PED-00334,Cliente 270,Salvador,BA,Nordeste,Notebook Pro 14,Eletrônicos,Diego Rocha,Loja física,4,4171.33,3216.42,Pago
2025-06-24,PED-00335,Cliente 012,Fortaleza,CE,Nordeste,Armário Escritório,Móveis,Bruno Costa,Representante,6,896.51,532.21,Pago
2026-03-10,PED-00336,Cliente 203,Rio de Janeiro,RJ,Sudeste,Webcam Full HD,Acessórios,Fernanda Alves,Loja física,2,237.68,140.77,Pago
2026-01-10,PED-00337,Cliente 090,Brasília,DF,Centro-Oeste,Headset Premium,Acessórios,Lucas Martins,Representante,8,464.03,300.21,Pago
2025-04-25,PED-00338,Cliente 158,Porto Alegre,RS,Sul,Suporte Notebook,Acessórios,Lucas Martins,WhatsApp,3,140.07,89.26,Cancelado
2025-10-21,PED-00339,Cliente 309,Porto Alegre,RS,Sul,Headset Premium,Acessórios,Carla Souza,Representante,1,481.22,289.02,Pago
2025-03-14,PED-00340,Cliente 178,Goiânia,GO,Centro-Oeste,Mesa Gamer,Móveis,Carla Souza,E-commerce,2,1241.14,849.99,Cancelado
2025-12-10,PED-00341,Cliente 006,Goiânia,GO,Centro-Oeste,Suporte Notebook,Acessórios,Carla Souza,E-commerce,6,133.95,83.08,Pago
2026-02-07,PED-00342,Cliente 198,Goiânia,GO,Centro-Oeste,Mouse Sem Fio,Acessórios,Diego Rocha,Marketplace,1,126.83,69.37,Pago
2026-03-28,PED-00343,Cliente 246,Rio de Janeiro,RJ,Sudeste,Headset Premium,Acessórios,Fernanda Alves,E-commerce,7,478.37,273.87,Pago
2025-05-31,PED-00344,Cliente 038,Rio de Janeiro,RJ,Sudeste,Notebook Pro 14,Eletrônicos,Carla Souza,E-commerce,5,4404.93,3061.87,Pago
2025-10-08,PED-00345,Cliente 221,Rio de Janeiro,RJ,Sudeste,Mouse Sem Fio,Acessórios,Lucas Martins,E-commerce,8,122.49,66.15,Pago
2025-02-21,PED-00346,Cliente 284,Salvador,BA,Nordeste,Mesa Gamer,Móveis,Lucas Martins,Representante,4,1109.84,790.76,Pago
2025-02-19,PED-00347,Cliente 028,Belo Horizonte,MG,Sudeste,Notebook Pro 14,Eletrônicos,Carla Souza,Loja física,8,4211.59,3107.44,Cancelado
2025-11-17,PED-00348,Cliente 014,Curitiba,PR,Sul,Impressora Laser,Eletrônicos,Bruno Costa,E-commerce,4,1126.2,840.43,Pago
2026-03-09,PED-00349,Cliente 251,São Paulo,SP,Sudeste,Mouse Sem Fio,Acessórios,Lucas Martins,WhatsApp,7,98.85,66.94,Pago
2025-07-09,PED-00350,Cliente 023,Rio de Janeiro,RJ,Sudeste,Headset Premium,Acessórios,Carla Souza,Marketplace,3,419.21,278.57,Pago
